FID,OBJECTID,SHAPE,ADRESSE,ANDERE_BEZEICHNUNG,ART_DER_ORGANISATION,ART_DES_BAUWERKS,ART_DES_EREIGNISSES,ART_DES_OBJEKTS,BENANNT_NACH,BEZIRK,BEZIRK_TXT,DATUM_BIS,DATUM_VON,EINLAGEZAHL,FRUEHERE_BEZEICHNUNG,KATEGORIE,KATEGORIE_TXT,LAGE,NAME_SEIT,PAGEID,PROMINENTE_BEWOHNER,PROMINENTE_PERSONEN,SEITENNAME,STADTPLAN,WEBLINK1,SE_ANNO_CAD_DATA
KULTURWIKIOGD.293239,293239,POINT (16.445210902036187 48.23056759234686),"22., Viktor-Kaplan-Straße 11",,,,,Verkehrsfläche,Viktor Kaplan,22,,,,,,0,topografische_objekte,,,4721,,,Viktor-Kaplan-Straße,1,https://www.geschichtewiki.wien.gv.at/?curid=4721,
KULTURWIKIOGD.293240,293240,POINT (16.239267133780146 48.21391157314065),"14., Viktor-Kutschera-Platz 5",,,,,Verkehrsfläche,Viktor Kutschera,14,14,,,,,0,TopografischeObjekte,Hadersdorf,4 Mai 1960,4724,,,Viktor-Kutschera-Platz,1,https://www.geschichtewiki.wien.gv.at/?curid=4724,
KULTURWIKIOGD.293241,293241,POINT (16.273532778303938 48.15844808264144),"13., Viktor-Leon-Gasse 14",,,,,Verkehrsfläche,Victor Léon,13,13,,,,Zolagasse,0,TopografischeObjekte,Siedlung Auhofer Trennstück,8 Juni 1955,4729,,,Viktor-Leon-Gasse,1,https://www.geschichtewiki.wien.gv.at/?curid=4729,
KULTURWIKIOGD.293242,293242,POINT (16.51528930293088 48.211353992076894),"22., Viktor-Wittner-Gasse 35",,,,,Verkehrsfläche,Victor Wittner,22,22,,,,,0,TopografischeObjekte,Essling,23 Juli 1958,4733,,,Viktor-Wittner-Gasse,1,https://www.geschichtewiki.wien.gv.at/?curid=4733,
KULTURWIKIOGD.293243,293243,POINT (16.373836217725266 48.1900499597289),"04., Karolinengasse 26",,,,,Verkehrsfläche,Erzherzog Anton Viktor,4,,,,,Antonsgasse,0,topografische_objekte,,,4715,,,Viktorgasse,1,https://www.geschichtewiki.wien.gv.at/?curid=4715,
KULTURWIKIOGD.293244,293244,POINT (16.331326615813545 48.193076130658845),"15., Viktoriagasse 12",,,,,Verkehrsfläche,Viktoriasäle,15,15,,,,,0,topografische_objekte,Fünfhaus,,4718,,,Viktoriagasse,1,https://www.geschichtewiki.wien.gv.at/?curid=4718,
KULTURWIKIOGD.293245,293245,POINT (16.290594076978582 48.21270549122673),"16., Johann-Staud-Straße 12",,,,,Verkehrsfläche,Johann Vilicus,16,16,,,,,0,TopografischeObjekte,Ottakring,7 Juli 1970,4747,,,Vilicusweg,1,https://www.geschichtewiki.wien.gv.at/?curid=4747,
KULTURWIKIOGD.293246,293246,POINT (16.475974404939745 48.21139675296838),"22., Vinzenz-Hauschka-Gasse 3",,,,,Verkehrsfläche,Vinzenz Hauschka,22,22,,,,,0,TopografischeObjekte,Aspern; Am Müllnermais,17 Oktober 1932,5388,,,Vinzenz-Hauschka-Gasse,1,https://www.geschichtewiki.wien.gv.at/?curid=5388,
KULTURWIKIOGD.293247,293247,POINT (16.260176416023555 48.19462342212701),"13., Vinzenz-Heß-Gasse 9",,,,,Verkehrsfläche,Vinzenz Heß,13,13,,,,,0,topografische_objekte,Hacking,,5390,,,Vinzenz-Heß-Gasse,1,https://www.geschichtewiki.wien.gv.at/?curid=5390,
KULTURWIKIOGD.293248,293248,POINT (16.33516439368647 48.22578099930214),"18., Staudgasse 76",,,,,Verkehrsfläche,Heiligem Vinzenz von Paul,18,18,,,,,0,topografische_objekte,Währing,,5385,,,Vinzenzgasse,1,https://www.geschichtewiki.wien.gv.at/?curid=5385,
KULTURWIKIOGD.293249,293249,POINT (16.45998595490737 48.25805075713831),"22., Lieblgasse 12",,,,,Verkehrsfläche,Veilchen,22,22,,,,,0,TopografischeObjekte,,9 Oktober 1986,5402,,,Violaweg,1,https://www.geschichtewiki.wien.gv.at/?curid=5402,
KULTURWIKIOGD.293250,293250,POINT (16.347483549743917 48.1472196044564),"23., Virilligasse 4",,,,,Verkehrsfläche,Georg Virilli,23,23,,1955,,Flurgasse,0,TopografischeObjekte,Inzersdorf,7 Dezember 1955,5410,,,Virilligasse,1,https://www.geschichtewiki.wien.gv.at/?curid=5410,
KULTURWIKIOGD.293251,293251,POINT (16.35497720751148 48.23055657876948),"09., Viriotgasse 4/1",,,,,Verkehrsfläche,Johann Lothar Viriot,9,9,,,,Liechtensteinstraße,0,topografische_objekte,,,5414,,,Viriotgasse,1,https://www.geschichtewiki.wien.gv.at/?curid=5414,
KULTURWIKIOGD.293252,293252,POINT (16.379860892256108 48.18235149046632),"10., Alfred-Adler-Straße 12/2",,,,,Verkehrsfläche,Karl Vitaly,10,10,,2011,,,0,TopografischeObjekte,Gebiet Hauptbahnhof,13 September 2011,33449,,,Vitalygasse,1,https://www.geschichtewiki.wien.gv.at/?curid=33449,
KULTURWIKIOGD.293253,293253,POINT (16.265997950028122 48.18754420366753),"13., Vitusgasse 6",,,,,Verkehrsfläche,Hl. Vitus,13,13,,,,Bognergasse,0,topografische_objekte,Ober-Sankt-Veit,,5498,,,Vitusgasse,1,https://www.geschichtewiki.wien.gv.at/?curid=5498,
KULTURWIKIOGD.293254,293254,POINT (16.364068740916007 48.160220002964415),"10., Vivaldigasse 2/18",,,,,Verkehrsfläche,Antonio Vivaldi,10,10,,,,,0,TopografischeObjekte,Inzersdorf-Stadt,11 Januar 1972,5502,,,Vivaldigasse,1,https://www.geschichtewiki.wien.gv.at/?curid=5502,
KULTURWIKIOGD.293255,293255,POINT (16.393223322649273 48.21424714698827),"02., Vivariumstraße 13/1",,,,,Verkehrsfläche,Vivarium,2,2,,,,,0,TopografischeObjekte,Prater,6 Februar 1957,5505,,,Vivariumstraße,1,https://www.geschichtewiki.wien.gv.at/?curid=5505,
KULTURWIKIOGD.293256,293256,POINT (16.331375808689582 48.17778280819978),"12., Vivenotgasse 37",,,,,Verkehrsfläche,Rudolf Viveno,12,12,,,,Miesbachgasse,0,topografische_objekte,Untermeidling,,5513,,,Vivenotgasse,1,https://www.geschichtewiki.wien.gv.at/?curid=5513,
KULTURWIKIOGD.293257,293257,POINT (16.30441953988857 48.144322744782144),"23., Vizanigasse 3",,,,,Verkehrsfläche,Franz Vizany,23,23,,1955,,Quergasse,0,TopografischeObjekte,Erlaa,7 Dezember 1955,5516,,,Vizanigasse,1,https://www.geschichtewiki.wien.gv.at/?curid=5516,
KULTURWIKIOGD.293258,293258,POINT (16.486822171044466 48.23786589432378),"22., Vogelbeerengasse 3",,,,,Verkehrsfläche,Eberesche (Sorbus aucuparia),22,22,,,,,0,TopografischeObjekte,Breitenlee,17 Februar 1965,5532,,,Vogelbeerengasse,1,https://www.geschichtewiki.wien.gv.at/?curid=5532,
KULTURWIKIOGD.293259,293259,POINT (16.35848865285626 48.18457155512076),"05., Vogelsanggasse 24",,,,,Verkehrsfläche,Karl von Vogelsang,5,,,,,Heinegasse,0,topografische_objekte,,,5551,,,Vogelsanggasse,1,https://www.geschichtewiki.wien.gv.at/?curid=5551,
KULTURWIKIOGD.293260,293260,POINT (16.278155924992777 48.216644222090245),"16., Johann-Staud-Straße 72(HAUS E)",,,,,Verkehrsfläche,Vogelsammelplatz,16,16,,,,,0,topografische_objekte,Ottakring,,5670,,,Vogeltenngasse,1,https://www.geschichtewiki.wien.gv.at/?curid=5670,
KULTURWIKIOGD.293261,293261,POINT (16.331455424281376 48.20222749012854),"15., Langmaisgasse 1",Nibelungenviertel,,,,Verkehrsfläche,Walther von der Vogelweide,15,15,,,,,0,topografische_objekte,,,5673,,,Vogelweidplatz,1,https://www.geschichtewiki.wien.gv.at/?curid=5673,
KULTURWIKIOGD.293262,293262,POINT (16.411420119043903 48.160807292584984),"10., Vogentalgasse 14",,,,,Verkehrsfläche,Dem historischen Riednamen,10,10,,,,,0,TopografischeObjekte,,16 November 1955,5675,,,Vogentalgasse,1,https://www.geschichtewiki.wien.gv.at/?curid=5675,
KULTURWIKIOGD.293263,293263,POINT (16.416164792297874 48.28747646663415),"21., Voglgasse 24",,,,,Verkehrsfläche,Adolf Vogl,,,,,,,0,topografische_objekte,,,5679,,,Voglgasse,1,https://www.geschichtewiki.wien.gv.at/?curid=5679,
KULTURWIKIOGD.293264,293264,POINT (16.293045683539813 48.19639236477379),"14., Mitisgasse 13",,,,,Verkehrsfläche,Theodor Vogt,14,14,,1955,,Karl-Bauer-Gasse,0,TopografischeObjekte,Penzing,8 Juni 1955,5680,,,Vogtgasse,1,https://www.geschichtewiki.wien.gv.at/?curid=5680,
KULTURWIKIOGD.293265,293265,POINT (16.37501258545565 48.28230505230031),"21., Vohburggasse 4",,,,,Verkehrsfläche,Geschlecht der Vohburger,21,21,,,,,0,TopografischeObjekte,Strebersdorf,20 Oktober 1970,5681,,,Vohburggasse,1,https://www.geschichtewiki.wien.gv.at/?curid=5681,
KULTURWIKIOGD.293266,293266,POINT (16.45130158288592 48.23518894552854),"22., Voigtländergasse 15",,,,,Verkehrsfläche,Friedrich Voigtländer,22,22,,,,,0,TopografischeObjekte,Kagran,27 Februar 1942,5683,,,Voigtländergasse,1,https://www.geschichtewiki.wien.gv.at/?curid=5683,
KULTURWIKIOGD.293267,293267,POINT (16.458881544395375 48.262496353265185),"22., Voitgasse 17",,,,,Verkehrsfläche,Wilhelm Voit,22,22,,,,,0,TopografischeObjekte,Kagran,25 April 1972,5685,,,Voitgasse,1,https://www.geschichtewiki.wien.gv.at/?curid=5685,
KULTURWIKIOGD.293268,293268,POINT (16.330828070148993 48.203828283577295),"15., Volkergasse 4",,,,,Verkehrsfläche,Volker,15,15,,,,,0,topografische_objekte,Fünfhaus,,5690,,,Volkergasse,1,https://www.geschichtewiki.wien.gv.at/?curid=5690,
KULTURWIKIOGD.293269,293269,POINT (16.38605087555898 48.22265203958159),"02., Volkertmarkt Stand 4/5",,,,,Verkehrsfläche,Grafen Volckhra,2,,,,,,0,topografische_objekte,Leopoldstadt; Am Volkert,,5694,,,Volkertplatz,1,https://www.geschichtewiki.wien.gv.at/?curid=5694,
KULTURWIKIOGD.293270,293270,POINT (16.385480547332367 48.222761329985644),"02., Volkertmarkt MÜLLPRESSCONTAINERANLAGE",,,,,Verkehrsfläche,Grafen Volckhra,2,2,,,,,0,topografische_objekte,Am Volkert,,5695,,,Volkertstraße,1,https://www.geschichtewiki.wien.gv.at/?curid=5695,
KULTURWIKIOGD.293271,293271,POINT (16.29676078589597 48.176873950074125),"13., Volkgasse 10",,,,,Verkehrsfläche,Georg Volk,13,13,,,,,0,topografische_objekte,Hietzing,,5696,,,Volkgasse,1,https://www.geschichtewiki.wien.gv.at/?curid=5696,
KULTURWIKIOGD.293272,293272,POINT (16.383499540803616 48.14304827773197),"10., Oberlaaer Straße 214",,,,,Verkehrsfläche,Ottomar Volkmer,10,10,,,,Haydengasse,0,TopografischeObjekte,Oberlaa,20 Juni 1956,5701,,,Volkmargasse,1,https://www.geschichtewiki.wien.gv.at/?curid=5701,
KULTURWIKIOGD.293273,293273,POINT (16.453721793502375 48.227929375630175),"22., Volkragasse 11",,,,,Verkehrsfläche,Wolfgang Christoph von Volkhra,22,22,,,,Babenbergergasse,0,topografische_objekte,Hirschstetten,,5704,,,Volkragasse,1,https://www.geschichtewiki.wien.gv.at/?curid=5704,
KULTURWIKIOGD.293274,293274,POINT (16.357369854149784 48.20563915365094),"01., Volksgartenstraße 5",,,,,Verkehrsfläche,Volksgarten,1,1,,,,,0,topografische_objekte,,,5742,,,Volksgartenstraße,1,https://www.geschichtewiki.wien.gv.at/?curid=5742,
KULTURWIKIOGD.293275,293275,POINT (16.30186942368651 48.22862944308773),"17., Vollbadgasse 1A",,,,,Verkehrsfläche,Voll- und Wannenbad,17,17,,,,Badgasse,0,topografische_objekte,Dornbach,,6225,,,Vollbadgasse,1,https://www.geschichtewiki.wien.gv.at/?curid=6225,
KULTURWIKIOGD.293276,293276,POINT (16.406352644913948 48.152680061868644),"10., Vollnhoferplatz 11(HAUS 11)",,,,,Verkehrsfläche,Josef Vollnhofer,10,10,,2006,,,0,TopografischeObjekte,,21 Februar 2006,33316,,,Vollnhoferplatz,1,https://www.geschichtewiki.wien.gv.at/?curid=33316,
KULTURWIKIOGD.293277,293277,POINT (16.38991461750087 48.26429575585238),"21., Voltagasse 45-51/3",,,,,Verkehrsfläche,Alessandro Graf Volta,21,21,,,,,0,topografische_objekte,"Großjedlersdorf II, Jedlesee",,6227,,,Voltagasse,1,https://www.geschichtewiki.wien.gv.at/?curid=6227,
KULTURWIKIOGD.293278,293278,POINT (16.37656783938519 48.27721159746223),"21., Voltelinistraße 38A",,,,,Verkehrsfläche,Hans Voltelini,21,21,,,,,0,TopografischeObjekte,"Jedlesee, Schwarzlackenau",27 Juni 1940,6235,,,Voltelinistraße,1,https://www.geschichtewiki.wien.gv.at/?curid=6235,
KULTURWIKIOGD.293279,293279,POINT (16.382346509775523 48.13868573759983),"10., Liesingbachstraße 199",,,,,Verkehrsfläche,Franz Vondrak,10,10,,,,,0,TopografischeObjekte,,18 Januar 1996,6239,,,Vondrakplatz,1,https://www.geschichtewiki.wien.gv.at/?curid=6239,
KULTURWIKIOGD.293280,293280,POINT (16.345864596152218 48.1344850559986),"23., Vorarlberger Allee 22",,,,,Verkehrsfläche,Dort geplfanzten Bäumen aus Voralberg,23,23,,,,,0,TopografischeObjekte,Zwischen Richard-Strauss-Straße und Laxenburger Straße,8 Februar 1990,6241,,,Vorarlberger Allee,1,https://www.geschichtewiki.wien.gv.at/?curid=6241,
KULTURWIKIOGD.293281,293281,POINT (16.384255449973658 48.20848199100219),"03., Vordere Zollamtsstraße 7",,,,,Verkehrsfläche,Zolloberamtsgebäude,3,,,,,,0,topografische_objekte,,,6260,,,Vordere Zollamtsstraße,1,https://www.geschichtewiki.wien.gv.at/?curid=6260,
KULTURWIKIOGD.293282,293282,POINT (16.399162635132527 48.22633447204699),"02., Vorgartenstraße 128/1",,,,,Verkehrsfläche,Vorgärten,2,,,,,,0,topografische_objekte,Leopoldstadt,,6266,,,Vorgartenstraße,1,https://www.geschichtewiki.wien.gv.at/?curid=6266,
KULTURWIKIOGD.293283,293283,POINT (16.37281147897932 48.21223124160001),"01., Vorlaufstraße 1",,,,,Verkehrsfläche,Konrad Vorlauf,1,1,,,,,0,topografische_objekte,,,6282,,,Vorlaufstraße,1,https://www.geschichtewiki.wien.gv.at/?curid=6282,
KULTURWIKIOGD.293284,293284,POINT (16.350409481980705 48.2416536268936),"19., Vormosergasse 2-6/1",,,,,Verkehrsfläche,Jörg Vormoser,19,19,,,,Kirchengasse,0,topografische_objekte,Oberdöbling,,6289,,,Vormosergasse,1,https://www.geschichtewiki.wien.gv.at/?curid=6289,
KULTURWIKIOGD.293285,293285,POINT (16.43377221369611 48.2582382782531),"21., Veterinärplatz 1 Bürohaus",,,,,Verkehrsfläche,Fußballklub,21,21,,2007,,,0,TopografischeObjekte,,5 Juni 2007,33457,,,Vorwärtsplatz,1,https://www.geschichtewiki.wien.gv.at/?curid=33457,
KULTURWIKIOGD.293286,293286,POINT (16.345302120913235 48.147764378391116),"23., Vöschergasse 10",,,,,Verkehrsfläche,Leopold Heinrich Vöscher,23,23,,,,,0,TopografischeObjekte,Inzersdorf,19 März 1958,6422,,,Vöschergasse,1,https://www.geschichtewiki.wien.gv.at/?curid=6422,
KULTURWIKIOGD.293287,293287,POINT (16.349876341069375 48.14224647866422),"23., Vösendorfer Straße 82",,,,,Verkehrsfläche,Vösendorf,23,23,,,,,0,TopografischeObjekte,Inzersdorf,1919,6425,,,Vösendorfer Straße,1,https://www.geschichtewiki.wien.gv.at/?curid=6425,
KULTURWIKIOGD.293288,293288,POINT (16.365311168202616 48.195143218196364),"04., Waaggasse 8",,,,,Verkehrsfläche,"Hausschild ""Zur goldenen Waage""",4,4,,,,,0,topografische_objekte,,,2666,,,Waaggasse,1,https://www.geschichtewiki.wien.gv.at/?curid=2666,
KULTURWIKIOGD.293289,293289,POINT (16.40622215142188 48.222233435543195),"02., Jungstraße 15/3",,,,,Verkehrsfläche,,2,,,,,,0,topografische_objekte,,,2710,,,Wachaustraße,1,https://www.geschichtewiki.wien.gv.at/?curid=2710,
KULTURWIKIOGD.293290,293290,POINT (16.445373178176816 48.283872344291744),"21., Wacholderweg 17(HAUS 3)",,,,,Verkehrsfläche,Wachholder (Juniperus communis),21,21,,,,,0,TopografischeObjekte,Leopoldau,16 November 1960,2734,,,Wacholderweg,1,https://www.geschichtewiki.wien.gv.at/?curid=2734,
KULTURWIKIOGD.293291,293291,POINT (16.25432280734313 48.21807680909736),"14., Wachtelweg 4",,,,,Verkehrsfläche,,14,14,,,,,0,TopografischeObjekte,,3 Juni 1953,2778,,,Wachtelweg,1,https://www.geschichtewiki.wien.gv.at/?curid=2778,
KULTURWIKIOGD.293292,293292,POINT (16.42434681532779 48.176497409452125),"11., Rappachgasse 34A",,,,,Verkehrsfläche,,11,11,,,,,0,topografische_objekte,Simmering,,2787,,,Wachthausgasse,1,https://www.geschichtewiki.wien.gv.at/?curid=2787,
KULTURWIKIOGD.293293,293293,POINT (16.48716573140438 48.21746800189341),"22., Siegesplatz 12",,,,,Verkehrsfläche,Johann Theodor Wacquant,22,22,,,,Johannesgasse,0,topografische_objekte,Aspern,,2982,,,Wacquantgasse,1,https://www.geschichtewiki.wien.gv.at/?curid=2982,
KULTURWIKIOGD.293294,293294,POINT (16.283971092764034 48.141669184345304),"23., Wagenmanngasse 6/30",,,,,Verkehrsfläche,Karl Wagenmann,23,23,,,,,0,TopografischeObjekte,,18 Dezember 1967,3060,,,Wagenmanngasse,1,https://www.geschichtewiki.wien.gv.at/?curid=3060,
KULTURWIKIOGD.293295,293295,POINT (16.331975358099683 48.17037816911964),"12., Wagenseilgasse 5/1",,,,,Verkehrsfläche,Georg Christoph Wagenseil,12,12,,,,,0,topografische_objekte,Altmannsdorf,,3079,,,Wagenseilgasse,1,https://www.geschichtewiki.wien.gv.at/?curid=3079,
KULTURWIKIOGD.293810,293810,POINT (16.316939429847455 48.18865817885478),"15., Auer-Welsbach-Park SPIELPLATZ",,,,,Grünfläche,Carl Auer-Welsbach,15,15,,,,,0,topografische_objekte,Schloßallee,,28179,,,Auer-Welsbach-Park,1,https://www.geschichtewiki.wien.gv.at/?curid=28179,
KULTURWIKIOGD.293811,293811,POINT (16.405970003843017 48.19576908954592),"03., Gestettengasse 17/8",,,,,Berg,,3,3,,1769,,,0,TopografischeObjekte,,,28187,,,Auf dem Vogelberg,1,https://www.geschichtewiki.wien.gv.at/?curid=28187,
KULTURWIKIOGD.293812,293812,POINT (16.37725116003759 48.206593056007755),"01., An der Hülben 4",,,,,Grätzel,Hülben,1,1,,,,,0,TopografischeObjekte,,,18730,,,Auf der Hülben,1,https://www.geschichtewiki.wien.gv.at/?curid=18730,
KULTURWIKIOGD.293813,293813,POINT (16.391027086450585 48.20252506687784),"03., Rochusmarkt Stand 23",,,,,Sonstiges Topografisches Objekt,,3,,,,,,0,topografische_objekte,,,28209,,,Auf der Werffen,1,https://www.geschichtewiki.wien.gv.at/?curid=28209,
KULTURWIKIOGD.293814,293814,POINT (16.37579919318927 48.22563596577005),"02., Obere Augartenstraße 1 Obj. 44 WC-ANLAGE",,,,,Grünfläche,,2,,,,,,0,topografische_objekte,Obere Augartenstraße,,28261,,,Augarten,1,https://www.geschichtewiki.wien.gv.at/?curid=28261,
KULTURWIKIOGD.293815,293815,POINT (16.20425301492541 48.21330613144174),"14., Wurzbachtalgasse 17",,,,,Gewässer,,14,14,,,,,0,TopografischeObjekte,Wurzbachtal,,28338,,,Augenbrünndl,1,https://www.geschichtewiki.wien.gv.at/?curid=28338,
KULTURWIKIOGD.293816,293816,POINT (16.395265088706466 48.218936985771606),"02., Venediger Au 10",,,,,Park,,2,2,,,,,0,TopografischeObjekte,,,28289,,,Aupark (2),1,https://www.geschichtewiki.wien.gv.at/?curid=28289,
KULTURWIKIOGD.293817,293817,POINT (16.388833172119007 48.256287811360195),"21., Fännergasse 2 Parz. 371",,,,,Grünfläche,,21,21,,,,,0,topografische_objekte,,,28290,,,Aupark (21),1,https://www.geschichtewiki.wien.gv.at/?curid=28290,
KULTURWIKIOGD.293818,293818,POINT (16.46081678904885 48.23356187539592),"22., KLG Am Ries Calmonweg 3 PARZ. 10",,,,,Park,,22,22,,,,,0,TopografischeObjekte,,,28291,,,Aupark (22),1,https://www.geschichtewiki.wien.gv.at/?curid=28291,
KULTURWIKIOGD.293819,293819,POINT (16.245618197109536 48.22583009593878),"14., Karl-Bekehrty-Straße 57",,,,,Sonstiges,,14,14,,,,,0,TopografischeObjekte,Hadersdorf,,28313,,,Ausjagdboden,1,https://www.geschichtewiki.wien.gv.at/?curid=28313,
KULTURWIKIOGD.293820,293820,POINT (16.376351272875112 48.28476968281203),"21., Scheydgasse 34",,,,,Sonstiges Topografisches Objekt,,21,,,,,,0,topografische_objekte,,,38049,,,Autotruppen-Ersatzdepot,1,https://www.geschichtewiki.wien.gv.at/?curid=38049,
KULTURWIKIOGD.293821,293821,POINT (16.36373422195588 48.20378807776736),"01., Burgring GEG.3A(STAENDE)",,,,,Sonstiges Topografisches Objekt,Babenberger,1,,,,,,0,topografische_objekte,,,1045,,,Babenbergerpassage,1,https://www.geschichtewiki.wien.gv.at/?curid=1045,
KULTURWIKIOGD.293822,293822,POINT (16.442037855387877 48.21586797146898),"22., Industriestraße 137 Parz. 14A",Kleingartenanlage Oberes Mühlwasser,,,,Sonstiges Topografisches Objekt,Donaubäder,22,,,,,,0,topografische_objekte,,,2438,,,Badweg,1,https://www.geschichtewiki.wien.gv.at/?curid=2438,
KULTURWIKIOGD.293823,293823,POINT (16.289822505861967 48.14807438932907),"23., Endresstraße 20",,,,,Grünfläche,,23,23,,,,,0,topografische_objekte,,,2493,,,Bahnhofpark (23),1,https://www.geschichtewiki.wien.gv.at/?curid=2493,
KULTURWIKIOGD.293824,293824,POINT (16.36088319487863 48.17459121871139),"10., Belgradplatz 6",,,,,Grünfläche,Maria Huber,10,10,,,,,0,topografische_objekte,Belgradplatz,,30100,,,Barankapark-Hellerwiese,1,https://www.geschichtewiki.wien.gv.at/?curid=30100,
KULTURWIKIOGD.293825,293825,POINT (16.274970645158092 48.19649816738604),"14., Lautensackgasse 29",,,,,Grünfläche,Baumgartner Casino,14,,,,,,0,topografische_objekte,Oberbaumgarten,,4945,,,Baumgartner Casino-Park,1,https://www.geschichtewiki.wien.gv.at/?curid=4945,
KULTURWIKIOGD.293569,293569,POINT (16.215960587420057 48.206967194524985),"14., Wolfgang-Pauli-Gasse 2",,,,,Verkehrsfläche,Wolfgang Pauli,14,14,,1969,,,0,TopografischeObjekte,Auhof,4 Februar 1969,9805,,,Wolfgang-Pauli-Gasse,1,https://www.geschichtewiki.wien.gv.at/?curid=9805,
KULTURWIKIOGD.293570,293570,POINT (16.399020263487134 48.21971273331142),"02., Wolfgang-Schmälzl-Gasse 15(SCHULE)",,,,,Verkehrsfläche,Wolfgang Schmeltzl,2,2,,,,,0,topografische_objekte,Leopoldstadt,,9806,,,Wolfgang-Schmälzl-Gasse,1,https://www.geschichtewiki.wien.gv.at/?curid=9806,
KULTURWIKIOGD.293571,293571,POINT (16.343315667112655 48.181657740752414),"12., Wolfganggasse 37",,,,,Verkehrsfläche,Wolfgang Treu,12,,,,,,0,topografische_objekte,Untermeidling,,9771,,,Wolfganggasse,1,https://www.geschichtewiki.wien.gv.at/?curid=9771,
KULTURWIKIOGD.293572,293572,POINT (16.266404877283357 48.18804206681986),"13., Vitusgasse 1",,,,,Verkehrsfläche,Anton Wolfrath,13,13,,,,Kirchenplatz,0,topografische_objekte,Ober-Sankt-Veit,,10732,,,Wolfrathplatz,1,https://www.geschichtewiki.wien.gv.at/?curid=10732,
KULTURWIKIOGD.293573,293573,POINT (16.36764679581386 48.227608802135656),"20., Wolfsaugasse 8",,,,,Verkehrsfläche,Wolfsau,,,,,,,0,topografische_objekte,,,10734,,,Wolfsaugasse,1,https://www.geschichtewiki.wien.gv.at/?curid=10734,
KULTURWIKIOGD.293574,293574,POINT (16.32552134911308 48.256322436591425),"19., Wolfsgrubergasse 20",,,,,Verkehrsfläche,Coelestin Wolfsgruber,19,19,,1935,,,0,TopografischeObjekte,Grinzing,28 September 1935,10745,,,Wolfsgrubergasse,1,https://www.geschichtewiki.wien.gv.at/?curid=10745,
KULTURWIKIOGD.293575,293575,POINT (16.46384675896291 48.21209235335038),"22., Wolfsmilchgasse 33",,,,,Verkehrsfläche,Gleichnamiger Pflanze (Euphorbia),22,22,,1955,,,0,TopografischeObjekte,"Aspern, Stadlau",16 Februar 1955,10747,,,Wolfsmilchgasse,1,https://www.geschichtewiki.wien.gv.at/?curid=10747,
KULTURWIKIOGD.293576,293576,POINT (16.395212136591812 48.2563302716785),"21., Pichelwangergasse 30/3",,,,,Verkehrsfläche,Bollwerk am linken Donauufer,21,21,,1965,,Haidschüttgasse,0,TopografischeObjekte,Floridsdorf,1 Dezember 1965,10748,,,Wolfsschanzengasse,1,https://www.geschichtewiki.wien.gv.at/?curid=10748,
KULTURWIKIOGD.293577,293577,POINT (16.276993572162613 48.17215517608297),"13., Thomas-Morus-Gasse 24",,,,,Verkehrsfläche,Wein,13,13,,,,,0,topografische_objekte,"Lainz, Speising",,10750,,,Wolkersbergenstraße,1,https://www.geschichtewiki.wien.gv.at/?curid=10750,
